,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
8771,27476,283622,139.8894762,-32.2137565,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,5,5,2,T,71,2,,,,,1,10,,,,,,0,,,395346.0,6435329.91318,395346.326057,6435329.91318,395346.326057,6435329.91318,71.0,5.0,POINT (395346.32605682156 6435329.913177457)
8772,27477,283623,139.8896602,-32.2150985,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,0,0,2,T,69,2,,,,,1,10,,,,,,0,,,395365.0,6435181.32459,395365.203897,6435181.32459,395365.203897,6435181.32459,69.0,0.0,POINT (395365.2038972119 6435181.324585891)
8773,27478,283624,139.8925922,-32.2153495,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,5,5,2,T,76,2,,,,,1,10,,,,,,0,,,395642.0,6435156.35114,395641.807721,6435156.35114,395641.807721,6435156.35114,76.0,5.0,POINT (395641.80772130715 6435156.351138128)
8774,27479,283625,139.8958922,-32.2143855,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,5,5,2,T,83,2,,,,,1,10,,,,,,0,,,395952.0,6435266.41559,395951.706866,6435266.41559,395951.706866,6435266.41559,83.0,5.0,POINT (395951.7068663301 6435266.415594265)
8775,27480,283626,139.8984112,-32.2141195,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,170,170,2,T,80,2,,,,,3,10,,,,,,0,,,396189.0,6435298.33931,396188.801454,6435298.33931,396188.801454,6435298.33931,80.0,170.0,POINT (396188.80145442893 6435298.339306541)
8776,27481,283627,139.8979392,-32.2150845,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,170,170,2,T,83,2,,,,,1,10,,,,,,0,,,396145.0,6435190.90803,396145.415912,6435190.90803,396145.415912,6435190.90803,83.0,170.0,POINT (396145.4159120642 6435190.908031374)
8777,27482,283628,139.8960122,-32.2152305,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,165,165,2,T,77,2,,,,,1,10,,,,,,0,,,395964.0,6435172.85916,395963.978274,6435172.85916,395963.978274,6435172.85916,77.0,165.0,POINT (395963.97827404074 6435172.859159064)
8780,27488,283634,139.8984752,-32.2247775,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,0,0,2,T,65,2,,,,,1,10,,,,,,0,,,396207.0,6434116.90631,396206.945048,6434116.90631,396206.945048,6434116.90631,65.0,0.0,POINT (396206.9450483468 6434116.906308455)
8781,27489,283635,139.8871062,-32.2177325,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,0,0,2,T,80,2,,,,,1,10,,,,,,0,,,395128.0,6434886.84184,395127.534133,6434886.84184,395127.534133,6434886.84184,80.0,0.0,POINT (395127.53413301846 6434886.841835231)
8782,27490,283636,139.8851982,-32.2180535,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,0,0,2,T,61,2,,,,,1,10,,,,,,0,,,394948.0,6434849.39341,394948.094924,6434849.39341,394948.094924,6434849.39341,61.0,0.0,POINT (394948.09492376976 6434849.393413918)
8783,27491,283637,139.8848152,-32.2172745,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,5,5,2,T,80,2,,,,,3,10,,,,,,0,,,394911.0,6434935.37525,394911.105216,6434935.37525,394911.105216,6434935.37525,80.0,5.0,POINT (394911.1052161767 6434935.375249642)
8784,27494,283640,139.8837982,-32.2081045,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,150,150,2,T,51,2,,,,,1,10,,,,,,0,,,394805.0,6435950.92357,394804.705472,6435950.92357,394804.705472,6435950.92357,51.0,150.0,POINT (394804.70547233033 6435950.923565054)
8788,27498,283644,139.8785802,-32.2106165,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,150,150,2,T,49,2,,,,,1,10,,,,,,0,,,394316.0,6435667.33577,394315.818618,6435667.33577,394315.818618,6435667.33577,49.0,150.0,POINT (394315.8186178548 6435667.335769253)
8792,27502,283648,139.8800192,-32.2138765,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,0,0,2,T,60,2,,,,,3,10,,,,,,0,,,394455.0,6435307.36138,394455.205627,6435307.36138,394455.205627,6435307.36138,60.0,0.0,POINT (394455.20562700386 6435307.361378016)
8796,27508,283654,139.8724392,-32.2171145,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,20,20,2,T,55,2,,,,,3,10,,,,,,0,,,393745.0,6434940.94098,393744.607661,6434940.94098,393744.607661,6434940.94098,55.0,20.0,POINT (393744.6076614708 6434940.940978883)
8797,27510,283656,139.8708032,-32.2171365,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,30,30,2,T,58,2,,,,,1,10,,,,,,0,,,393590.0,6434936.88318,393590.456589,6434936.88318,393590.456589,6434936.88318,58.0,30.0,POINT (393590.45658897015 6434936.883180372)
8798,27511,283657,139.8780062,-32.2162485,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,350,350,2,T,71,2,,,,,1,10,,,,,,0,,,394268.0,6435042.43331,394268.2393,6435042.43331,394268.2393,6435042.43331,71.0,350.0,POINT (394268.2393002292 6435042.433314579)
8799,27512,283658,139.8782782,-32.2151105,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,350,350,2,T,61,2,,,,,1,10,,,,,,0,,,394293.0,6435168.85446,394292.555968,6435168.85446,394292.555968,6435168.85446,61.0,350.0,POINT (394292.5559683318 6435168.854455018)
8801,27514,283660,139.8790072,-32.2163395,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,350,350,2,T,70,2,,,,,3,10,,,,,,0,,,394363.0,6435033.32999,394362.679609,6435033.32999,394362.679609,6435033.32999,70.0,350.0,POINT (394362.6796094342 6435033.329987936)
8803,27518,283664,139.8883312,-32.2729185,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,155,155,2,T,60,2,,,,,3,10,,,,,,0,,,395306.0,6428770.34797,395306.315463,6428770.34797,395306.315463,6428770.34797,60.0,155.0,POINT (395306.31546346133 6428770.3479694985)
8834,27610,283756,139.8875352,-32.2288945,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,180,180,2,T,55,2,,,,,1,10,,,,,,0,,,395181.0,6433649.8919,395180.774972,6433649.8919,395180.774972,6433649.8919,55.0,180.0,POINT (395180.7749715999 6433649.891903557)
