,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
22697,56844,461322,138.5327844,-33.1595535,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,281,289,2,M,61,2,,,,,1,0,,,,,,0,,,269910.0,6328314.01932,269909.943782,6328314.01932,269909.943782,6328314.01932,61.0,289.0,POINT (269909.94378201815 6328314.019322457)
22701,56852,461125,138.5228374,-33.1975625,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,268,276,2,M,54,2,,,,,1,0,,,,,,0,,,269082.0,6324076.7131,269081.862799,6324076.7131,269081.862799,6324076.7131,54.0,276.0,POINT (269081.862798759 6324076.713096777)
22702,56853,461128,138.5420214,-33.2045305,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,267,275,2,M,62,2,,,,,1,0,,,,,,0,,,270889.0,6323346.13429,270888.781446,6323346.13429,270888.781446,6323346.13429,62.0,275.0,POINT (270888.7814461931 6323346.134290621)
22703,56855,461131,138.5470054,-33.2036355,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,250,258,2,M,55,2,,,,,1,0,,,,,,0,,,271351.0,6323456.30649,271351.132195,6323456.30649,271351.132195,6323456.30649,55.0,258.0,POINT (271351.1321947194 6323456.306492348)
22704,56856,461133,138.5353694,-33.1939585,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,261,269,2,M,31,2,,,,,1,0,,,,,,0,,,270241.0,6324504.0231,270240.952954,6324504.0231,270240.952954,6324504.0231,31.0,269.0,POINT (270240.95295388007 6324504.023104211)
22705,56857,461134,138.5494804,-33.2042785,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,74,2,,+,,,1,0,,,,,,0,,,271584.0,6323390.40552,271583.560246,6323390.40552,271583.560246,6323390.40552,74.0,263.0,POINT (271583.56024615135 6323390.405518707)
22706,56858,461135,138.5523574,-33.2051425,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,267,275,2,M,77,2,,,,,1,0,,,,,,0,,,271854.0,6323300.86671,271854.038431,6323300.86671,271854.038431,6323300.86671,77.0,275.0,POINT (271854.0384305954 6323300.8667085115)
22709,56861,461138,138.5523264,-33.1954055,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,250,258,2,M,64,2,,,,,1,0,,,,,,0,,,271826.0,6324380.67594,271825.87213,6324380.67594,271825.87213,6324380.67594,64.0,258.0,POINT (271825.872129546 6324380.675943183)
22710,56862,461138,138.5523264,-33.1954055,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,251,259,2,M,75,2,,,,,1,0,,,,,,0,,,271826.0,6324380.67594,271825.87213,6324380.67594,271825.87213,6324380.67594,75.0,259.0,POINT (271825.872129546 6324380.675943183)
22717,56872,461279,138.5809744,-33.1741435,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,263,271,2,M,47,2,,,,,1,0,,,,,,0,,,274443.0,6326800.85157,274442.58248,6326800.85157,274442.58248,6326800.85157,47.0,271.0,POINT (274442.5824795257 6326800.8515664935)
22720,56876,460965,138.5775943,-33.2242245,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,327,335,2,M,75,2,,-,,,1,0,,,,,,0,,,274256.0,6321239.39486,274255.991422,6321239.39486,274255.991422,6321239.39486,75.0,335.0,POINT (274255.9914220269 6321239.394863443)
22722,56878,461140,138.5536794,-33.2201945,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,273,281,2,M,52,2,,,,,1,0,,,,,,0,,,272016.0,6321634.41498,272016.357387,6321634.41498,272016.357387,6321634.41498,52.0,281.0,POINT (272016.3573872368 6321634.414980505)
22726,56884,461146,138.5078604,-33.2335925,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,65,73,2,M,27,2,,,,,1,0,,,,,,0,,,267781.0,6320047.58399,267780.641711,6320047.58399,267780.641711,6320047.58399,27.0,73.0,POINT (267780.6417105035 6320047.583986964)
22727,56886,461149,138.5338694,-33.2365585,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,280,288,2,M,59,2,,,,,1,0,,,,,,0,,,270213.0,6319776.15981,270212.549045,6319776.15981,270212.549045,6319776.15981,59.0,288.0,POINT (270212.54904464405 6319776.159805777)
22734,56894,460976,138.5709243,-33.2375565,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,72,80,2,M,31,2,,,,,1,0,,,,,,0,,,273669.0,6319746.38756,273668.637298,6319746.38756,273668.637298,6319746.38756,31.0,80.0,POINT (273668.63729842776 6319746.3875642065)
22735,56895,460977,138.5719773,-33.2367455,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,250,258,2,M,30,2,,,,,1,0,,,,,,0,,,273765.0,6319838.61236,273764.684781,6319838.61236,273764.684781,6319838.61236,30.0,258.0,POINT (273764.6847807322 6319838.61235798)
22736,56896,460978,138.5721223,-33.2420635,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,80,2,,,,,1,0,,,,,,0,,,273792.0,6319249.13686,273791.906039,6319249.13686,273791.906039,6319249.13686,80.0,263.0,POINT (273791.90603851475 6319249.136860558)
22737,56897,460979,138.5712553,-33.2428305,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,71,2,,,,,1,0,,,,,,0,,,273713.0,6319162.19481,273713.08507,6319162.19481,273713.08507,6319162.19481,71.0,263.0,POINT (273713.0850701035 6319162.194810873)
22741,56902,460991,138.5709544,-33.2302035,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,60,2,,,,,1,0,,,,,,0,,,273652.0,6320561.93248,273652.483565,6320561.93248,273652.483565,6320561.93248,60.0,270.0,POINT (273652.48356499564 6320561.932480868)
22746,56910,461006,138.6197853,-33.2412005,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,69,77,2,M,63,2,,,,,1,0,,,,,,0,,,278232.0,6319447.07241,278231.577834,6319447.07241,278231.577834,6319447.07241,63.0,77.0,POINT (278231.577834025 6319447.072413662)
22747,56913,461008,138.6172443,-33.2295475,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,72,80,2,M,82,2,,,,,1,0,,,,,,0,,,277965.0,6320734.02488,277965.300282,6320734.02488,277965.300282,6320734.02488,82.0,80.0,POINT (277965.30028161954 6320734.024882362)
22749,56918,461013,138.6196003,-33.2018195,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,78,86,2,M,49,2,,,,,1,0,,,,,,0,,,278115.0,6323814.13403,278114.867261,6323814.13403,278114.867261,6323814.13403,49.0,86.0,POINT (278114.86726142705 6323814.134025998)
22754,56928,461162,138.6141073,-33.1615345,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,85,93,2,M,63,2,,,,,1,0,,,,,,0,,,277501.0,6328270.15645,277500.847257,6328270.15645,277500.847257,6328270.15645,63.0,93.0,POINT (277500.84725742775 6328270.156447757)
22758,56937,461016,138.6024253,-33.1935405,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,79,87,2,M,66,2,,,,,1,0,,,,,,0,,,276493.0,6324695.71532,276492.502608,6324695.71532,276492.502608,6324695.71532,66.0,87.0,POINT (276492.5026077386 6324695.715322861)
22760,56940,461019,138.6031863,-33.2004475,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,75,83,2,M,80,2,,,,,1,0,,,,,,0,,,276581.0,6323931.33633,276581.016423,6323931.33633,276581.016423,6323931.33633,80.0,83.0,POINT (276581.0164227965 6323931.3363301745)
22762,56943,461021,138.6031103,-33.2025745,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,270,278,2,M,82,2,,,,,1,0,,,,,,0,,,276579.0,6323695.28362,276579.337253,6323695.28362,276579.337253,6323695.28362,82.0,278.0,POINT (276579.3372525376 6323695.283621025)
22763,56944,461024,138.6209923,-33.2096455,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,85,93,2,M,70,2,,,,,1,0,,,,,,0,,,278264.0,6322949.16605,278264.39763,6322949.16605,278264.39763,6322949.16605,70.0,93.0,POINT (278264.3976298337 6322949.166045788)
22764,56947,461028,138.6269803,-33.2441425,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,75,2,,,,,1,0,,,,,,0,,,278910.0,6319136.05186,278909.513994,6319136.05186,278909.513994,6319136.05186,75.0,78.0,POINT (278909.51399385533 6319136.05186047)
22765,56950,461034,138.6356983,-33.2416975,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,73,81,2,M,77,2,,,,,1,0,,,,,,0,,,279716.0,6319425.63117,279715.804564,6319425.63117,279715.804564,6319425.63117,77.0,81.0,POINT (279715.8045642648 6319425.631165074)
22768,56956,461038,138.6349873,-33.2103095,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,77,85,2,M,68,2,,,,,1,0,,,,,,0,,,279571.0,6322905.12793,279570.767991,6322905.12793,279570.767991,6322905.12793,68.0,85.0,POINT (279570.76799091697 6322905.127930007)
22769,56957,461039,138.6339363,-33.2086285,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,66,74,2,M,57,2,,,,,1,0,,,,,,0,,,279469.0,6323089.33718,279468.56894,6323089.33718,279468.56894,6323089.33718,57.0,74.0,POINT (279468.5689403805 6323089.337177241)
22770,56959,461040,138.6326203,-33.2076245,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,69,77,2,M,57,2,,,,,1,0,,,,,,0,,,279343.0,6323197.90554,279343.360523,6323197.90554,279343.360523,6323197.90554,57.0,77.0,POINT (279343.36052334623 6323197.9055411825)
22771,56961,461041,138.6301123,-33.2112735,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,87,95,2,M,52,2,,,,,1,0,,,,,,0,,,279119.0,6322787.92699,279118.71638,6322787.92699,279118.71638,6322787.92699,52.0,95.0,POINT (279118.71638014936 6322787.926990664)
22772,56962,461042,138.6294493,-33.2107945,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,270,278,2,M,85,2,,-,,,1,0,,,,,,0,,,279056.0,6322839.64782,279055.703883,6322839.64782,279055.703883,6322839.64782,85.0,278.0,POINT (279055.7038825168 6322839.647817416)
22773,56964,461043,138.6312753,-33.2057765,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,64,72,2,M,61,2,,,,,1,0,,,,,,0,,,279213.0,6323400.01245,279213.325202,6323400.01245,279213.325202,6323400.01245,61.0,72.0,POINT (279213.32520234084 6323400.012446139)
22774,56967,461053,138.6279813,-33.1960825,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,76,84,2,M,75,2,,,,,1,0,,,,,,0,,,278882.0,6324468.13458,278881.838173,6324468.13458,278881.838173,6324468.13458,75.0,84.0,POINT (278881.8381729532 6324468.134581057)
22775,56969,461054,138.6285483,-33.1961845,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,72,80,2,M,67,2,,,,,1,0,,,,,,0,,,278935.0,6324458.02146,278934.962244,6324458.02146,278934.962244,6324458.02146,67.0,80.0,POINT (278934.96224393335 6324458.021456948)
22776,56971,461163,138.6162083,-33.1624955,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,88,96,2,M,54,2,,,,,1,0,,,,,,0,,,277699.0,6328168.04442,277699.251095,6328168.04442,277699.251095,6328168.04442,54.0,96.0,POINT (277699.2510953138 6328168.044419749)
22778,56976,461169,138.6309273,-33.1647845,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,88,96,2,M,62,2,,,,,1,0,,,,,,0,,,279078.0,6327945.35895,279077.935631,6327945.35895,279077.935631,6327945.35895,62.0,96.0,POINT (279077.9356310862 6327945.358954189)
22779,56977,461172,138.6367903,-33.1686465,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,82,90,2,M,37,2,,,,,1,0,,,,,,0,,,279634.0,6327529.42005,279634.470869,6327529.42005,279634.470869,6327529.42005,37.0,90.0,POINT (279634.4708694972 6327529.420046726)
22783,56983,461057,138.6364673,-33.1956355,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,81,89,2,M,61,2,,,,,1,0,,,,,,0,,,279672.0,6324535.6205,279671.959133,6324535.6205,279671.959133,6324535.6205,61.0,89.0,POINT (279671.9591326006 6324535.62050477)
22785,56987,461059,138.6323203,-33.1996735,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,82,90,2,M,90,2,,,,,1,0,,,,,,0,,,279295.0,6324079.05327,279295.426141,6324079.05327,279295.426141,6324079.05327,90.0,90.0,POINT (279295.42614127905 6324079.0532719055)
22786,56988,461060,138.6291013,-33.1993135,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,80,2,,-,,,1,0,,,,,,0,,,278994.0,6324112.17834,278994.391103,6324112.17834,278994.391103,6324112.17834,80.0,270.0,POINT (278994.39110298175 6324112.178342087)
22791,56996,460942,138.7030913,-33.2458125,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,281,289,2,M,51,2,,,,,1,0,,,,,,0,,,286006.0,6319109.395,286006.280068,6319109.395,286006.280068,6319109.395,51.0,289.0,POINT (286006.28006836004 6319109.395003099)
22796,57003,460950,138.7076283,-33.2178875,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,61,2,,,,,1,0,,,,,,0,,,286361.0,6322215.56351,286361.125047,6322215.56351,286361.125047,6322215.56351,61.0,270.0,POINT (286361.12504713464 6322215.56351015)
22797,57004,460951,138.7141203,-33.2221795,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,271,279,2,M,55,2,,,,,1,0,,,,,,0,,,286977.0,6321752.83482,286976.689395,6321752.83482,286976.689395,6321752.83482,55.0,279.0,POINT (286976.6893949583 6321752.834823213)
22798,57006,460953,138.7148473,-33.2204485,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,48,2,,,,,1,0,,,,,,0,,,287040.0,6321946.28374,287040.256743,6321946.28374,287040.256743,6321946.28374,48.0,270.0,POINT (287040.2567430375 6321946.283742032)
22799,57007,460954,138.7162983,-33.2209385,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,270,278,2,M,53,2,,,,,1,0,,,,,,0,,,287177.0,6321894.89896,287176.69559,6321894.89896,287176.69559,6321894.89896,53.0,278.0,POINT (287176.69559048355 6321894.898960495)
22800,57009,460867,138.7208543,-33.2211195,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,268,276,2,M,52,2,,,,,1,0,,,,,,0,,,287602.0,6321884.09549,287601.807461,6321884.09549,287601.807461,6321884.09549,52.0,276.0,POINT (287601.80746118305 6321884.095493438)
22808,57018,455609,138.7184693,-33.2481295,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,265,273,2,M,46,2,,,,,1,0,,,,,,0,,,287445.0,6318883.84609,287444.904381,6318883.84609,287444.904381,6318883.84609,46.0,273.0,POINT (287444.9043810695 6318883.8460925)
22836,57056,460955,138.7085213,-33.2019905,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,42,2,,,,,1,0,,,,,,0,,,286406.0,6323980.35928,286405.727946,6323980.35928,286405.727946,6323980.35928,42.0,263.0,POINT (286405.72794601705 6323980.359281378)
22837,57059,460959,138.7141593,-33.1928275,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,254,262,2,M,42,2,,,,,1,0,,,,,,0,,,286909.0,6325008.03261,286909.163287,6325008.03261,286909.163287,6325008.03261,42.0,262.0,POINT (286909.1632874143 6325008.032608384)
22839,57061,460912,138.7209443,-33.1922905,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,56,2,,,,,1,0,,,,,,0,,,287541.0,6325081.3899,287540.512468,6325081.3899,287540.512468,6325081.3899,56.0,263.0,POINT (287540.5124683222 6325081.38990401)
22840,57064,461502,138.7205243,-33.1850825,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,259,267,2,M,50,2,,,,,1,0,,,,,,0,,,287484.0,6325879.89577,287483.933013,6325879.89577,287483.933013,6325879.89577,50.0,267.0,POINT (287483.9330129166 6325879.895773793)
22841,57065,461506,138.7165233,-33.1809445,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,264,272,2,M,48,2,,,,,1,0,,,,,,0,,,287101.0,6326330.65965,287100.823882,6326330.65965,287100.823882,6326330.65965,48.0,272.0,POINT (287100.8238821819 6326330.659652984)
22842,57066,461507,138.7152133,-33.1808125,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,252,260,2,M,42,2,,,,,1,0,,,,,,0,,,286978.0,6326342.63154,286978.340681,6326342.63154,286978.340681,6326342.63154,42.0,260.0,POINT (286978.3406810432 6326342.631539417)
22843,57067,461509,138.7138683,-33.1786815,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,255,263,2,M,50,2,,,,,1,0,,,,,,0,,,286848.0,6326576.21762,286847.749743,6326576.21762,286847.749743,6326576.21762,50.0,263.0,POINT (286847.74974303547 6326576.217615338)
22844,57068,461511,138.7102453,-33.1782955,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,38,2,,,,,1,0,,,,,,0,,,286509.0,6326611.63722,286508.942482,6326611.63722,286508.942482,6326611.63722,38.0,270.0,POINT (286508.9424818413 6326611.637220241)
22845,57070,461512,138.7088913,-33.1785575,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,257,265,2,M,49,2,,,,,1,0,,,,,,0,,,286383.0,6326579.81781,286383.307858,6326579.81781,286383.307858,6326579.81781,49.0,265.0,POINT (286383.3078579742 6326579.817809107)
22846,57071,461513,138.7218063,-33.1838115,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,270,278,2,M,41,2,,,,,1,0,,,,,,0,,,287600.0,6326023.45201,287600.410425,6326023.45201,287600.410425,6326023.45201,41.0,278.0,POINT (287600.4104249994 6326023.452005528)
22850,57075,461521,138.7403503,-33.1818535,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,249,257,2,M,32,2,,,,,1,0,,,,,,0,,,289325.0,6326278.09061,289324.970916,6326278.09061,289324.970916,6326278.09061,32.0,257.0,POINT (289324.9709158639 6326278.0906066)
22853,57078,461526,138.7265353,-33.1716475,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,267,275,2,M,70,2,,,,,1,0,,,,,,0,,,288012.0,6327382.01403,288012.088914,6327382.01403,288012.088914,6327382.01403,70.0,275.0,POINT (288012.0889139072 6327382.0140306465)
22854,57079,461528,138.7216603,-33.1707995,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,265,273,2,M,45,2,,,,,1,0,,,,,,0,,,287555.0,6327466.1692,287555.378419,6327466.1692,287555.378419,6327466.1692,45.0,273.0,POINT (287555.378418675 6327466.169199131)
22855,57082,461530,138.7174473,-33.1735205,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,260,268,2,M,38,2,,,,,1,0,,,,,,0,,,287169.0,6327155.85251,287169.03281,6327155.85251,287169.03281,6327155.85251,38.0,268.0,POINT (287169.03281030216 6327155.852505788)
22856,57083,461535,138.7121863,-33.1649225,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,279,287,2,M,48,2,,,,,1,0,,,,,,0,,,286658.0,6328098.64731,286657.536929,6328098.64731,286657.536929,6328098.64731,48.0,287.0,POINT (286657.53692941356 6328098.647308562)
22857,57085,461536,138.7099293,-33.1645305,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,280,288,2,M,40,2,,,,,1,0,,,,,,0,,,286446.0,6328137.51651,286446.071539,6328137.51651,286446.071539,6328137.51651,40.0,288.0,POINT (286446.07153905823 6328137.516512616)
22858,57086,461537,138.7153743,-33.1619245,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,290,298,2,M,34,2,,,,,1,0,,,,,,0,,,286948.0,6328437.6157,286947.631124,6328437.6157,286947.631124,6328437.6157,34.0,298.0,POINT (286947.63112364756 6328437.615696028)
22859,57088,461540,138.7209333,-33.1609215,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,295,303,2,M,33,2,,,,,1,0,,,,,,0,,,287464.0,6328560.1487,287463.723988,6328560.1487,287463.723988,6328560.1487,33.0,303.0,POINT (287463.7239878997 6328560.148704313)
22860,57089,461544,138.7263753,-33.1592315,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,287,295,2,M,39,2,,,,,1,0,,,,,,0,,,287967.0,6328758.60388,287967.260045,6328758.60388,287967.260045,6328758.60388,39.0,295.0,POINT (287967.26004514075 6328758.603883969)
22877,57108,461557,138.7078293,-33.1629475,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,272,280,2,M,42,2,,,,,1,0,,,,,,0,,,286246.0,6328308.78248,286246.355885,6328308.78248,286246.355885,6328308.78248,42.0,280.0,POINT (286246.35588450177 6328308.78248262)
